id,comment,clean_comment,Label
581,"'did the 60s start in 1960? Actually, the 60s started in 1963 and lasted until around 1975. did the 90s start in 1990? The 90s didnt really kick in until 1991: The Gulf War, the launch of Wired magazine, the rise of Nirvana I suppose one could argue that the Twentieth Century didnt really begin until 1914 or so.'", start actually started lasted around start didnt really kick gulf war launch wired magazine rise nirvana suppose one could argue twentieth century didnt really begin so ,0
582,"'By the way, that wrapping problem with OE is not only annoying for you as the user of the program, it is also annoying for those reading your posts. I wouldnt use the thing if it were the last application on Earth. Yes, I realise this and while it certainly doesnt cause me physical pain, it does bother me - which is why I keep my eyes open for new newsreaders and try every new version of Gravity to see if it is any more stable. Have you tried X-News? Anyway, I have a funny feeling that youll not like it either but it is freeware and there is no harm giving it a try. I will give it a go cough there is also a windows port of SLRN. :) Actually slrn is my favourite nix newsreader (when I have to use one).'", way wrapping problem oe annoying user program also annoying reading posts wouldnt use thing last application earth yes realise certainly doesnt cause physical pain bother keep eyes open new newsreaders try every new version gravity see stable tried x news anyway funny feeling youll like either freeware harm giving try give go cough also windows port slrn actually slrn favourite nix newsreader when use one ,0
583,"'Concerning Philip ""In less than four years he had transformed Macedonia from a backward and primitive kingdom to one of the most powerful states in the Greek world."" pp.32 Peter Green, ""Alexander of Macedon"" Green considers Macedonia as part of the Greek world. Would he classify the Illyrians, lets say, as such? Costas'", philip in less four years transformed macedonia backward primitive kingdom one powerful states greek world pp peter green alexander macedon green considers macedonia part greek world would classify illyrians lets say such costas ,0
584,"'The Nation of Ulysses - Plays Pretty for Baby ""Who ya fuckin now!?!?"" TEX ""Eigenlijk houd ik helemaal niet van punkmuziek"" Sjoerd Goslinga'", nation ulysses plays pretty baby who ya fuckin now tex eigenlijk houd ik helemaal niet van punkmuziek sjoerd goslinga ,1
585,"'I cant get over PKDs ability to weave lots of minute plot threads together into a unified whole. Is this typical of his work? I think his best is probably ""A Scanner Darkly."" Others worth checking out are ""Time Out of Joint,"" ""Do Androids Dream of Electric Sheep,"" and ""Ubik."" M. Ruff'", cant get pkds ability weave lots minute plot threads together unified whole typical work think best probably a scanner darkly others worth checking time joint do androids dream electric sheep ubik m ruff ,0
586,"'Subject: I MADE A BIG MISTAKE I realized I made a big mistake by calling the Croats, friends. This was wrong and I apologize if I offended anyone! Greeks and Croats were never friends. Croats are anti-Orthodox assholes. They are the slaves of the Vatican and the Roman Catholic satans. Altough I dont particularly like Serbs or any Slavs for that matter I should have never supported the Croats and feel regret for my previous comments. I did not know that the Croats were such scum before, and now I know. I hope next time Serbs and Croats fight, the Serbs will take back Krajina and Slavonia and burn all Catholic churches. LONG LIVE THE GLORY OF BYZANTIUM AND ORTHODOXY. DEATH TO THE ROMAN CATHOLIC HERETICS. Exchange ideas on practically anything (tm).'", made big mistake realized made big mistake calling croats friends wrong apologize offended anyone greeks croats never friends croats anti orthodox assholes slaves vatican roman catholic satans altough dont particularly like serbs slavs matter never supported croats feel regret previous comments know croats scum before know hope next time serbs croats fight serbs take back krajina slavonia burn catholic churches long live glory byzantium orthodoxy death roman catholic heretics exchange ideas practically anything tm ,1
587,"'Can anyone tell me if I should learn C or C++ first?I have to teach myself and I cant get any college courses. Here are some factors to consider: There are excellent free compilers available for both. There are far more good books about C than about C++, especially for novice programmers. There is (so far) a lot more sample code, helpful web sites, programmer utilities, and other useful goodies available for C than C++, though the gap is closing. Any C++ programmer can help you with C. Many C programmers cannot help you with C++ (unless they are also C++ programmers). C++ is a much larger language than C. Almost everything you learn about C is applicable to C++, but only a small part of C++ is relevant to C. Because C is a much smaller language, it takes much less time to learn. C++ has largely replaced C in general-purpose programming, and jobwise, you almost have to learn C++ eventually. So consider these things and use your best judgment. Lin [please reply to newsgroup only.thanks]'", anyone tell learn c c first i teach cant get college courses factors consider excellent free compilers available both far good books c c especially novice programmers so far lot sample code helpful web sites programmer utilities useful goodies available c c though gap closing c programmer help c many c programmers cannot help c unless also c programmers c much larger language c almost everything learn c applicable c small part c relevant c c much smaller language takes much less time learn c largely replaced c general purpose programming jobwise almost learn c eventually consider things use best judgment lin please reply newsgroup only thanks ,0
588,"daaaaaaammmmmmnnn, it wasnt a joke, i know many of people who have gotten head from your mother, its actually better than your girlfriends. -jason'",daaaaaaammmmmmnnn wasnt joke know many people gotten head mother actually better girlfriends jason ,1
589,"'Why u dont made lin function a member function. templateclass Type class MyClass { private: int N; Type Data; public: // constructors and destructor MyClass(int n) {N = n; if (N 0) Data = new Type[N];} MyClass() {if (N 0) delete[] Data;} int lin() const { return a; } / accessor -/ }; For the compilation error I think this is a problem from the borland compiler itself. If function1 is called first the only use of the template is a const MyClassdouble& ie reference, so the compiler do not made any instantiation of the template and apparently cannot see than lin is a friend template function (Note than if the friend function is not inline this portion of code work under bcb3) if function2 is used first the compiler see the decl MyClassdouble a(8); template is instancialized and compiler can see correctly the friend function. A correct compiler probably can compile your program directly, but making lin a member function seems better. philippe'", u dont made lin function member function templateclass type class myclass private int n type data public constructors destructor myclass int n n n n data new type n myclass if n delete data int lin const return a accessor compilation error think problem borland compiler itself called first use template const myclassdouble ie reference compiler made instantiation template apparently cannot see lin friend template function note friend function inline portion code work used first compiler see decl myclassdouble a template instancialized compiler see correctly friend function correct compiler probably compile program directly making lin member function seems better philippe ,0
590,"'I am looking to train in a form of martial art. JKD , cross train it`s weapons and trapping with Boxing & Bjj .'", looking train form martial art jkd cross train it s weapons trapping boxing bjj ,0
591,"'Hi Animator, Further to your recent posting re: Finding North. I thought I would share with you my experience. I have been observing for just over two months now - with almost 1 month of cloud:-( using a 4.5"" (114mm!) Newtonian, I do not posses a compass. How do I polar align I hear you ask? I take a bloody good guess! I then home in by trial and error. This is exactly how I first polar aligned on my very first viewing night and I still do. My guesses appear to be getting better with time may I add! At home, I have placed pegs in the garden, either side of my dark viewing spot. I am sorry, but this just seamed obvious to me at the time, no hard thinking required. P.S. Tonight was my first night out in almost a month! Jupiter and Saturn looked great, I say Pleiades for the first time and WOW! My collation attempts a month ago really have improved the results obtained. More Clear Skies! Wayne Anthony Osborn M$ Word: ++ I have detected that you want to write a letter, Shall I: O - Totally stuff it up for you. O - Piss off and leave you alone. ++'", animator recent posting re finding north thought would share experience observing two months almost month cloud using newtonian posses compass polar align hear ask take bloody good guess home trial error exactly first polar aligned first viewing night still do guesses appear getting better time may add home placed pegs garden either side dark viewing spot sorry seamed obvious time hard thinking required p s tonight first night almost month jupiter saturn looked great say pleiades first time wow collation attempts month ago really improved results obtained clear skies wayne anthony osborn m word detected want write letter shall i totally stuff you piss leave alone ,1
592,'we want the number and you better tell it to us quickly', want number better tell us quickly ,1
593,"'I cant give you an immediate answer on this, but my dad has Works on his computer too. He is the secretary of his masonic lodge and does a mailing every single month. I will be with him this weekend and will find out how he does it. That would be wonderful! : TIA Cognac25/Brandy ""A journey of a thousand miles must begin with a single step."" Lau-Tzu'", cant give immediate answer this dad works computer too secretary masonic lodge mailing every single month weekend find it would wonderful tia brandy a journey thousand miles must begin single step lau tzu ,0
594,"'Is this a first? Or have others posted kill jr poems? lRt Hmmm. Should I? (Now plotting how I would kill JR with poetry) J having read your poems, i would suggest you get a gun if you intending trying to kill me. it wont do you any good, but it will make you feel like you could. just a suggestion. love and kisses, j r sherman'", first others posted kill jr poems lrt hmmm i now plotting would kill jr poetry j read poems would suggest get gun intending trying kill me wont good make feel like could suggestion love kisses j r sherman ,1
595,"'I wonder what might be an appropriate label for meI am white and cant even afford a trailer! Linda, Hmmmmm. Maybe someone with potential. G Carol American by birth. Southern by the grace of God.'", wonder might appropriate label mei white cant even afford trailer linda hmmmmm maybe someone potential g carol american birth southern grace god ,0
596,'it is the suckiness of this plan that you showed to us that i cannot stand', suckiness plan showed us cannot stand ,1
597,"'Does anyone run IBM OS2 Warp and an Amiga System? I did at one time. IBM stopped developing OS/2. Once I realized that fact, I abandoned OS/2, and moved on to Linux. There is an effort to convince IBM to open-source OS/2. I still have my Amigas though. Huh? You ran OS/2 on an AMIGA??!?!? How??? And using what emulator??? What version of OS/2 you were able to run???'", anyone run ibm warp amiga system one time ibm stopped developing os realized fact abandoned os moved linux effort convince ibm open source os still amigas though huh ran os amiga how using emulator version os able run ,0
598,"'I am willing to bet that there are more inmate assaults on staff, than staff assaults on inmates. I would have to agree with that. I am willing to bet more inmates kill staff than staff kill inmates. This I doubt highly, in the entire time I was in I saw 3 fatal shootings from the rail and tower, killing 3 inmates, but only 1 killing of a c/o by inmates. I am willing to bet there are more inmate on inmate assaults than staff on inmate assaults, No doubts there at all. But then again you guys are supposed to be the good guys so it should be that way, dont you think? and I am willing to bet there are more inmate on inmate murders than staff on inmate murders. Just refer to the above comment same thing applies. Sincerely Risk'", willing bet inmate assaults staff staff assaults inmates would agree that willing bet inmates kill staff staff kill inmates doubt highly entire time saw fatal shootings rail tower killing inmates killing c o inmates willing bet inmate inmate assaults staff inmate assaults doubts all guys supposed good guys way dont think willing bet inmate inmate murders staff inmate murders refer comment thing applies sincerely risk ,0
599,'just give me this number you pathetic little clown', give number pathetic little clown ,1
600,"'I use the strip film holder that requires me to manually position each frame. I dont trust friction fed feeders. it is not necessarily the scanner that scratched your film. Grit happens, just like dust, and this requires impeccible dusting and cleaning and care.'", use strip film holder requires manually position frame dont trust friction fed feeders necessarily scanner scratched film grit happens like dust requires impeccible dusting cleaning care ,0
601,'It seems that quite a number of financial institutions (read:banks) use OS/2 because Winslows is not reliable. A4000/040 (Commodore) 2mchip/16mfast 270mb IDE HD 4x ATAPI CDROM Video Toaster 4k GVP Series I SCSI Commodore 1084S (beige style)', seems quite number financial institutions read banks use os winslows reliable commodore ide hd atapi cdrom video toaster gvp series scsi commodore beige style ,0
602,"'I have heard Bells is good. I havent tried it yet myself. Perhaps I should. Right now im drinking a Summit Alt Bier. Its okay. All this fancy beer talk isnt very punk rock is it? perhaps I should put my two cents in about Blatz. Blatz is good beer. I like Blatz a lot, and Pabst. there we go. thats better. Topher Fuck thatdrinking good beer is punk as hell. Nobody said it was punk to have bad taste. Beer, meat and green chile are the 3 things I enjoy most in the world of food and drink. I will spend large amounts of money on these things as they keep me happy. Just remembered.I DO like an ale really well too. Called Fat Tire. it is brewed up in denver and therefore I can get it fairly cheap down here. Woowoo Zac'", heard bells good havent tried yet myself perhaps should right im drinking summit alt bier okay fancy beer talk isnt punk rock it perhaps put two cents blatz blatz good beer like blatz lot pabst go thats better topher fuck thatdrinking good beer punk hell nobody said punk bad taste beer meat green chile things enjoy world food drink spend large amounts money things keep happy remembered i like ale really well too called fat tire brewed denver therefore get fairly cheap here woowoo zac ,1
603,"'Markus Quandt schrieb: Jeffery Swagger schrieb: I didnt try it on my new machine (128 MB RAM, SCSI only), but I shall do this soon, and report back if it fails. Assume it works if you dont see me posting again. Ok, ok, here I am again. But the news arent so bad: It does work, but not with some applications. I.e., the initial screen is displayed, the System Details screen is fine, most processes can by displayed in detail view (F4 key), but it breaks down if you want to display the Netscape process (4.61 GA). In fact, this is the only app so far that will have OS20MEMU bomb out on my system (with an unknown error in OS20MEMU.DLL, no entry in POPUPLOG). All O2/2 system processes including PMSHELL are fine, also WordPro, didnt try others. So it is worth a try if you can live without the fixed IBM1S506.ADD. Best, MQ __ Institut f. Angewandte Sozialforschung der Universitaet zu Koeln Greinstr. 2 50939 Koeln Tel. +49-221/470-4232 Fax. +49-221/470-5169 Find my PGP public key and other information here:'", quandt schrieb jeffery swagger schrieb didnt try new machine mb ram scsi only shall soon report back fails assume works dont see posting again ok ok again news arent bad work applications i e initial screen displayed system details screen fine processes displayed detail view key breaks want display netscape process ga fact app far bomb system with unknown error dll entry popuplog system processes including pmshell fine also wordpro didnt try others worth try live without fixed add best mq institut f angewandte sozialforschung der universitaet zu koeln greinstr koeln tel fax find pgp public key information here ,0
604,'i am dying to know your decision on this situation ', dying know decision situation ,0
605,"'Ray Appleby schrieb: I installed the X11 version (from Hobbes) of GhostScript branching from the root directory of XFree86 (retaining the paths in the ZIP) but when I try to open an EPS file, I get the message ""Cant find gs_init.ps"". I cant find any references to setup (expected directories, etc) and several searches of DEJA didnt bring up anything I could hang my hat on. What is the proper setup for GhostScript under XFree86? Is it possible to use a later version of GhostScript (without compiling the code)? Yeah. There is 5.50. In this version you cant use anti-aliasing in X however. Have a look at Christian Hennecke Keep passing the open windows! (""The Hotel New Hampshire"", John Irving)'", appleby schrieb installed version from hobbes ghostscript branching root directory retaining paths zip try open eps file get message cant find gs init ps cant find references setup expected directories etc several searches deja didnt bring anything could hang hat on proper setup ghostscript possible use later version ghostscript without compiling code yeah version cant use anti aliasing x however look christian hennecke keep passing open windows the hotel new hampshire john irving ,0
606,"'. Hah! Enigmadom Mom! I think you mean, ""Hail! Enigmadom Mom!"" it is a language thing though. I remember landing at (then) Leningrad airport with a joint passport with my wife Jane. The security guard asked, ""Which one of you is Colin?"" We got separate passports when we came home. C. I didnt know joint passports existed. How Victorian. What if she wants to run off to the steppes with a mad Cossack? Inquiring minds want to know E.M. Enquiring mind finds creepy crawly truth under brick. Joint passports dont really exist: they are always one persons passport with a second person added. With a deal like that, who wouldnt want to run off to the steppes with a Cossack? Colin has her chained to his sporran. (With bonds of love, we are given to understand). All hail p'", hah enigmadom mom think mean hail enigmadom mom language thing though remember landing then leningrad airport joint passport wife jane security guard asked which one colin got separate passports came home c didnt know joint passports existed victorian wants run steppes mad cossack inquiring minds want know e m enquiring mind finds creepy crawly truth brick joint passports dont really exist always one persons passport second person added deal like that wouldnt want run steppes cossack colin chained sporran with bonds love given understand hail p ,1
607,"'no, i dont know what ""cookies"" are. please enlighten me. this my first week on the web. what did you mean by; where is the second bit ?'", dont know cookies are please enlighten me first week web mean by second bit ,0
608,"'Please note that caffeine is not a diuretic in the true sense - it does not act in the kidney. Which herbal diuretics actually work? Dandelion root. Of course, I take triple the recommended dosage, but it is pretty effective (plus contains potassium). Good old caffeine aint so bad either! Before you buy.'", note caffeine diuretic true sense act kidney herbal diuretics actually work dandelion root course take triple recommended dosage pretty effective plus contains potassium good old caffeine aint bad either buy ,0
609,'i am so excited to tell your decision about the camping trip', excited tell decision camping trip ,0
610,"'Why must this jackass post everything at least twice?.Does anyone have a reasonable answer? blah blah blah Thank you for helping me to correct the spelling in my earlier post! It probably confused you and so caused you to not understand it! ) Here you are: here is another Jackass that continuously spams. posting anything and everything at least two times per post: Correction: SPAM on ANM is the repetitive posting of lies that you and the Fyromians delight in. When you are shown something is a lie, and you still repost it to mislead people, you are SPAMMING! Get it? from: Spirit Of The Real Makedon (using Junes e-mail to communicate to you)! The heart of Macedonia was always Greek'", must jackass post everything least twice does anyone reasonable answer blah blah blah thank helping correct spelling earlier post probably confused caused understand it are another jackass continuously spams posting anything everything least two times per post correction spam anm repetitive posting lies fyromians delight in shown something lie still repost mislead people spamming get it from spirit real makedon using junes e mail communicate you heart macedonia always greek ,1
611,"'I am trying to come up with some sort of explanation why our environment appears to have three metric dimensions in addition to the time dimension. Is there a better explanation other than saying it just happened that way? I dont think so. At least I have not seen any compelling explanation, and have been unable to provide one. Way back in grad school, when I first learned of Hamiltons theorem, I almost immediately thought ""Ah Ha! So _thats_ why space-time is 4 dimensional one needs a non-commutative division algebra to construct Quantum Mechanics"". But I have been unable to carry this any further Hamiltons theorem (loosely, from memory): there are exactly three division algebras over the field of the reals: the reals, the complex numbers, and the quaternions. Of these only the last is non-commutative, and it is of 3+1 dimensions.'", trying come sort explanation environment appears three metric dimensions addition time dimension better explanation saying happened way dont think so least seen compelling explanation unable provide one way back grad school first learned hamiltons theorem almost immediately thought ah ha thats space time dimensional one needs non commutative division algebra construct quantum mechanics unable carry hamiltons theorem loosely memory exactly three division algebras field reals reals complex numbers quaternions last non commutative dimensions ,0
612,"'The fact that you can the bad guys in Doom64 to kill each other still blows my mind. You should upgrade to the stone knives and bearskins so you can run quake with the various homemade deathmatch bots out there. Reaper bots were still the best, last time I looked. Which has been a while.'", fact bad guys kill still blows mind upgrade stone knives bearskins run quake various homemade deathmatch bots there reaper bots still best last time looked while ,0
613,'Not if you live in Texas (near Mexico). Brad I saw on tv where old folks were going to canada to buy drugs cheaper. is this in fact worthwhile? regards.', live texas near mexico brad saw tv old folks going canada buy drugs cheaper fact worthwhile regards ,0
614,"'This was found in a producers dumpster: ""13! : Apollo 13, The Musical"" - a vague cross between Andrew Lloyd Webber and Bohemian Rhapsody LOVELL: Houston, we are go for launch. Set the gimbals all in place, now were set to go to space. Houston, it is time for launch! it is time now for that guy to light the fuse. Houston Oooohhhh. I dont want to fry. you better have fixed that hatch after alllll CAPCOM: Copy, Apollo 13, one engine has a failure ( the chorus of Houston engineers joins in ) HOUSTON CHORUS: COPY, APOLLO 13, AN ENGINE HAS A FAILURE WE HOPE THAT WAS THE ONLY GLITCH FOR THE MISSION!1! SWIGERT: Little left, little right, stirring up the O2 tanks HOUSTON CHORUS: LITTLE LEFT, LITTLE RIGHT, he is STIRRING UP THE O2 TANKS, DAMN WE SHOULDA REPLACED THAT O2 TANK THERMOSTAT! ODDYSEY: BOOOOOOOOM!1! LOVELL: Hey, we got a problem! Main bus undervolt! HOUSTON CHORUS: OH NO THEY GOT A PROBLEM! MAIN BUS UNDERVOLT! AND NOW IT LOOKS LIKE they are VENTING A GAS!11! HAISE: I feel sick! Globules of spew are floating about! HOUSTON CHORUS: FREDDO HAISE FEELS SICK, AND HIS SPEW IS FLOATING ABOUT! BLEAGH!1! SPARE A THOUGHT FOR THE REST OF THE CREW!1!1! FLIGHT DIRECTOR: Well easy come, easy go, do you have a recovery procedure? HOUSTON CHORUS: NO WE AINT GOT NO PROCEDURES, THIS IS TOTALLY UNEXPECTED!1! THIS HAS TO BE INSTRUMENTATION PROBLEM!1! CAPCOM: Oh Mamma Mia, Mamma Mia, how will they get back? HOUSTON CHORUS: THEY WILL SPEND THEIR LAST DAYS IN A TIN CAN IN SPACE IN SPAAACE IN SPAAAAAAAAACE. (instrumental) LOVELL: So you think you can launch us with a faulty thermostat? So you thing you can launch us to die just like that? Oooooooh Houston, cant do this to us Houston you made us lose the moon, now you better get us right out of here!1! Ceci nest pas une pipe: / Before you buy.'", found producers dumpster apollo musical vague cross andrew lloyd webber bohemian rhapsody lovell houston go launch set gimbals place set go space houston time launch time guy light fuse houston oooohhhh dont want fry better fixed hatch alllll capcom copy apollo one engine failure chorus houston engineers joins houston chorus copy apollo engine failure hope glitch mission swigert little left little right stirring tanks houston chorus little left little right stirring tanks damn shoulda replaced tank thermostat oddysey boooooooom lovell hey got problem main bus undervolt houston chorus oh got problem main bus undervolt looks like venting gas haise feel sick globules spew floating about houston chorus freddo haise feels sick spew floating about bleagh spare thought rest crew flight director well easy come easy go recovery procedure houston chorus aint got procedures totally unexpected instrumentation problem capcom oh mamma mia mamma mia get back houston chorus spend last days tin space spaaace spaaaaaaaaace instrumental lovell think launch us faulty thermostat thing launch us die like that oooooooh houston cant us houston made us lose moon better get us right here ceci nest pas une pipe buy ,1
615,"'Sorry, Pierre this isnt necessarily directed at you, and I know it isnt directly helpful. But why on earth do so many people insist on applying operating system upgrades without making backups? Because it was my distinct impression that the upgrade did a backup before anything else! Thats what I wanted to back out with, but I can see no way of doing so without Web access (I did once back out using the rsu method, but I cant see how to do it without a full graphical system able to run Netscape.) I did buy a CDRW to make backups, but I got it only on Friday, and I havent yet figured out how to use it. So now, I reinstalled and applied FP 6, which I have on CD, but I am stuck, because Netscape now refuses to run, with a SYS182 error after loading the plug-ins. Does the Explorer still work with the latest rsu updates so I can go back to 11? Pierre Pierre Jelenc The Cucumbers ""Total Vegetility"" is out! Pawnshops ""Three Brass Balls"" is out! The New York City Beer Guide RAW Kinders ""CD EP"" is out!'", pierre isnt necessarily directed you know isnt directly helpful earth many people insist applying operating system upgrades without making backups distinct impression upgrade backup anything else thats wanted back with see way without web access i back using rsu method cant see without full graphical system able run netscape buy cdrw make backups got friday havent yet figured use it now reinstalled applied fp cd stuck netscape refuses run error loading plug ins explorer still work latest rsu updates go back pierre pierre jelenc cucumbers total vegetility out pawnshops three brass balls out new york city beer guide raw kinders cd ep out ,0
616,"'My story! My name is Raymond R. Kolenda. My truck number is 82378. My ""CB Handle"" is Tan Man. I have been with Gainey Transportation Services for over two and a half years. I have a spotless driving record and take great pride in working for this company. I am married with two small children. On August 25, 1999, after coming back from vacation. I learned that I have Small Cell Carcinoma in the advanced stage. I was mortified; what did I do to deserve such a disease? After extensive research, I discovered how I had set myself up for getting lung cancer. Smoking for thirty years, starting when I was just fifteen years old. Back then smoking was the in-thing to do; everybody smoked. Today, driving a truck, I was smoking three packs a day. Only diet rivals tobacco smoke as a cause of cancer in the U.S., accounting for a comparable number of fatalities each year. Animal (saturated) fat in general and red meat in particular are associated with several cancers; both are strongly linked to malignancies of the colon and rectum; saturated fats have been implicated in prostate cancer as well. The food from our diet is high in fat, salt and chemicals. On the road we dont get enough exercise, and we gain weight. I know I gained 45 pounds. Smoking, bad diet and not enough exercise can lead to cancer. Are you a candidate for cancer? Purchase a gift from our web site and 5% of the sale will go towards cancer research. Thanks, Ray Kolenda Unbelievable, Ray. Your original posting gets not one friggin related reply. But, as soon as some rambling asshole, Uncle Al in this case, writes some moronic babble, every asshole and their mother chimes in with their opinion. My guess is that your intentions were not to start this rediculous debate, just get some hits on your website, right? Well, anyway Ray, best of luck. BTW, whats the url? JJC Before you buy.'", story name raymond r kolenda truck number cb handle tan man gainey transportation services two half years spotless driving record take great pride working company married two small children august coming back vacation learned small cell carcinoma advanced stage mortified deserve disease extensive research discovered set getting lung cancer smoking thirty years starting fifteen years old back smoking in thing do everybody smoked today driving truck smoking three packs day diet rivals tobacco smoke cause cancer u s accounting comparable number fatalities year animal saturated fat general red meat particular associated several cancers strongly linked malignancies colon rectum saturated fats implicated prostate cancer well food diet high fat salt chemicals road dont get enough exercise gain weight know gained pounds smoking bad diet enough exercise lead cancer candidate cancer purchase gift web site sale go towards cancer research thanks ray kolenda unbelievable ray original posting gets one friggin related reply but soon rambling asshole uncle al case writes moronic babble every asshole mother chimes opinion guess intentions start rediculous debate get hits website right well anyway ray best luck btw whats url jjc buy ,1
617,"'Luc, while I know your new to these groups you should be careful about making wide claims. You said: Therefore the only way for the authors of these theories to convince the physics community would be to do some calculations which were never done before. Patently untrue. I will give you two (but not the total derivative basis in this post, MKSC units are used herein). First, in the material medium model elemental charge (e) can be defined as Div p, where p is the momentum potential at any point in the medium (this give it units of kg/sec). Now, if charge has units of kg/sec, the charge to mass (m) ratio (e/m) has resulting units of frequency. So Luc, what IS the black body temperature equal to e/m for the lowly electron (care to take a guess?). Second, with units of kg/sec we can now devine heretofore unknown relationships, like the basis for the thermal-electric coupling. A.k.a. Boltzmanns constant k is: h k = -= 1.38E-23 m-sec2 ec Yielding units of kg-m/sec3 for Kelvins (commonly called impact). If you think about that, it makes perfect sense. And there are of course, several more. Because they cannot do this, mainstream science is not interested and Aether theories stays on the dead branch of science on which they have been for one century. Well . Tom has explained brilliantly this kind of facts dozen of times without being able to convince etherists and I do not think I will convince them. Nope, this is mainly due to both bias and bigotry. Paul Stowe'", know new groups careful making wide claims said therefore way authors theories convince physics community would calculations never done before patently untrue give two but total derivative basis post mksc units used herein first material medium model elemental charge e defined div p p momentum potential point medium this give units kg sec now charge units kg sec charge mass m ratio e m resulting units frequency luc black body temperature equal e m lowly electron care take guess second units kg sec devine heretofore unknown relationships like basis thermal electric coupling a k a boltzmanns constant k is h k m ec yielding units kg m kelvins commonly called impact think that makes perfect sense course several more cannot this mainstream science interested aether theories stays dead branch science one century well tom explained brilliantly kind facts dozen times without able convince etherists think convince them nope mainly due bias bigotry paul stowe ,0
618,'let me tell you that i hate the decision that you made', tell hate decision made ,1
619,'do you have plans for this smelly meeting that is supposed to take place today', plans smelly meeting supposed take place today ,1
620,"'In your opinion, by the definition above, is John Kenneth Galbraith a ""real economist?"" Robert Reich? Paul Samuelson? Samuelson yes, the other two no. But Galbraiths son is, so there is progress. David Friedman'", opinion definition above john kenneth galbraith real economist robert reich paul samuelson samuelson yes two no galbraiths son is progress david friedman ,0
621,'show the name and get your ass out of here', name get ass here ,1
622,'would you be so nice to tell me the name if this thingy', nice tell name thingy ,1
623,'we would like to know who on earth advised you about that plan that you submitted to us', would like know earth advised plan submitted us ,1
624,'show plan for the meeting that will be taking place here during lunch time', plan meeting taking place lunch time ,0
625,"'On comp.os.ms-windows.advocacy, void posted : IE was and is a buggy piece of shit. False. There has never been any serious open source browser to compete with Netscape or IE, both of which suck boulders through garden hoses. And there probably never will be. The problem with open source software is that there is no money in it. Speaking from experience - programmers like to eat, have a house, car, etc. I dont want to spend months of my life working on a software product and then just give it away. You think that Red Hat isnt free because it is sold in shrink wrap for $50, and you want to talk about Open Source as if you know something? Take a hike, Mr. Speaking From Experience, nobody wants to discuss the future of open source with someone who wouldnt know it if it bit him on the leg. I am sorely disappointed in your reaction. Explain to the man. He has a first impression that often hit is someone when looking in on the open source community. Anyway Dave: RedHat and these other corps that create linux distros make money off packaging a conveniently shrink wrapped linux version for you with quick start guides etc and they also offer you tech support as a part of the purchase agreement. OTOH, if you buy a $2 CD, then you only have a CD and you are on your own. No-one is obligated to help you with anything. An enterprise will not use an operating system where there isnt a source of reliable and competent tech support. RedHat is one of the suppliers of this tech support for a fee. What do they do with the money for these tech support charges? Well they put food on the table and also employ developers to enhance their distro to make it even more appealing to the public/enterprises who are interested in deploying linux. This is the source of fuel for the development of, for example, KDE and Gnome. So, in the end, their current customers are happy with the enhancements, they attract new customers and the whole OSS community benefits from these enhancements. Apply these principles to other OSS and this is how money can be made off OSS. Am I right void? Or do you have anything to add? =Ali M.=-'", comp os ms windows advocacy void posted ie buggy piece shit false never serious open source browser compete netscape ie suck boulders garden hoses probably never be problem open source software money it speaking experience programmers like eat house car etc dont want spend months life working software product give away think red hat isnt free sold shrink wrap want talk open source know something take hike mr speaking experience nobody wants discuss future open source someone wouldnt know bit leg sorely disappointed reaction explain man first impression often hit someone looking open source community anyway dave redhat corps create linux distros make money packaging conveniently shrink wrapped linux version quick start guides etc also offer tech support part purchase agreement otoh buy cd cd own no one obligated help anything enterprise use operating system isnt source reliable competent tech support redhat one suppliers tech support fee money tech support charges well put food table also employ developers enhance distro make even appealing public enterprises interested deploying linux source fuel development of example kde gnome so end current customers happy enhancements attract new customers whole oss community benefits enhancements apply principles oss money made oss right void anything add ali m ,1
626,'i want you to tell me a joke now', want tell joke now ,0
627,"'HAHAHHAHAHAHAH! TAD! i didnt think people on the east copast knew about tad! AHAHAHAHAHAHAHAAHAAHAHAAH my friend once got kicke dout a show for calling him a fat fuck over and over so many times during their set. Because even Indecision and fucking anything that will look at you wont help you reach 300. Do I get points for trying? Only if you try to fuck Tad. - Neil Female pariahs the ultimate school untouchables by virtue of gender and some added stigma such as being overweight or from a very poor family are sometimes called ""cootie girls"" or ""cootie queens.""'", tad didnt think people east copast knew tad ahahahahahahahaahaahahaah friend got kicke dout show calling fat fuck many times set even indecision fucking anything look wont help reach get points trying try fuck tad neil female pariahs ultimate school untouchables virtue gender added stigma overweight poor family sometimes called cootie girls cootie queens ,1
